userName,content,Score,Resultado
Erica M,"Update October 2020: new update deleted all of my tasks, forced me to create an account, and now only bare minimum is free. Finding a new app. Been using this for years and loved it. With each update you get less and less free. It just auto updated and now I can't have reoccurring reminders without paying. Unless you count defaulting to every Monday. It wouldn't even allow me to update a long time weekly reminder",1.92307692307692,Positivo
Susan Anderson,Did not realize there was a charge for this app do not want this app.,0.0769230769230769,Positivo
Simon H,"Spams notifications of how many tasks other users have completed this week. Who on earth would care? Uninstalled. **Update: Developer responded that this was a once off experiment. I think this was actually the third time I received this notification. Also, experimental spam is still spam",-0.205128205128205,Negativo
John Pires Photography,Downloaded first thing it trys to do is do a con. Not impressed.,0.538461538461539,Positivo
Stacy Dehut,No longer works with Alexa. What happened??,-0.307692307692308,Negativo
Rishi Mehta,it doesn't show any list,0,Neutral
Jacob Lombardi,Do not download,0,Neutral
Colleen McFarland,This app is not what I wanted at all.,0,Neutral
Kofi Osahene,Unnecessary pop up. Really annoying and counterproductive,-0.435897435897436,Negativo
Chris Warrick,They recently started sending spammy notifications every week or so. Please stop.,0.0256410256410257,Positivo
Tuukka Rinkinen,"Shows tasks assigned to others in widget. A major missing feature for any serious projects, is some way to know if a task you're currently adding to a long list, already exists. Some kind of an automatic search through the existing tasks - at least the tasks in the current list - while typing in a new task. Other than that, this is great. Good job! _Task search in the web app is an extra step and not intuitive._ Using a separate search feature to check every new task you're adding, is absurd.",1.51282051282051,Positivo
Gvidas Man,7 days for free and then you pay. Plus too complicated for some simple tasks,0.487179487179487,Positivo
A Google user,Update: thanks for your response. I would ask the developers to check their own app. There is NO monthly subscription option in the app. Old review: No monthly subscriptions? Why should I be forced to subscribe for a year? I am definitely not subscribing for a year in one go. This is ridiculously desperate.,-0.897435897435898,Negativo
Tim Williams,Expensive paywall preventing access to features in wanting to try out,-0.0256410256410256,Negativo
Siddharth Sinha,"I was about to pay for this app when I noticed a bug. It does not effectively sync tasks and events from the Google Calendar. Numerous issues, and you can't even mark those events as over. Sorry, not going to subscribe to this. I have no idea why this app is so famous. It's quite bad, in my opinion.",-0.641025641025641,Negativo
jayesh patel,Worst application no task information on screen,-1.1025641025641,Negativo
Vân Tr?n,"I downloaded this app to try for my task list but i see there're not many functions, choices of sounds, color labels... to make the task fun, dissapointed with the score i saw on Google Play. The worst point is this app forced me to pay for it without any awareness. I checked my Google play account before the trial end, i didn't see any Subscription plan from Any.do, but after the trial, it charged me yearly plan for this App. Bad way to trick people to pay for this app.",-1.1025641025641,Negativo
Tony Wu Channel,"Shameless App Ever, Waste Money !!! I have subscribed and have been charged for the whole year. Though no features of premium appeared. Can someone clarify the reason????",-1.33333333333333,Negativo
Neil Harrison,I am not providing email addresses or google or Facebook accounts for a todo list,0,Neutral
Gavin Kalavik,Uninstalled it as soon as it started sending me Ad notifications. Why does any developer think this is acceptable? Disgusting.,-0.282051282051282,Negativo
Thea Dadunashvili,I have subscribed and have been charged for the whole year. Though no features of premium appeared. Can someone clarify the reason????,-0.512820512820513,Negativo
Fouad Kraim,Have to pay premium if you want to put multiple reminders a day,-0.0256410256410256,Negativo
Patric Hogle,"I have tried I installing this on two separate Android devices with no luck. I can not add my calendars. I put the widget on the home screen. It says I need to add my calendars and has a button to add them, but nothing happens when I tap the button.",0.205128205128205,Positivo
Janier Guerrero Craig,Prayer Ubde,0,Neutral
kamlesh dhanuka,such a useless and greedy app only wants money as is chargeable after 7 days do you have shame i want to give you 0 star,-1.25641025641026,Negativo
Analyn Canaveral,Yes i what,0.435897435897436,Positivo
Paras Prakash,Waste,-0.461538461538462,Negativo
panasonik sahoo,"Really cumbersome, is not easy to use",0.487179487179487,Positivo
Joshua Martinez,Was charged for the year instead of monthly,-0.205128205128205,Negativo
Axel Sanon,"Not free, cannot delete account",0.58974358974359,Positivo
Patty Padden,Will not enable me to unsubscribe!,0,Neutral
Alex Alex,Dindigul,0,Neutral
Steve Hart,Latest update deleted all my tasks and lists! Have to start all over and try to remember what my list items were. I'll be looking for a new app.,0,Neutral
Navaneeth K P,Features for the free version are just disappointing.,0.0256410256410255,Positivo
Rob,Locking basic features behind a paywall is kinda weird,-0.179487179487179,Negativo
Official Saket Sahu,Soo awkward i can't able to sign *up* ?? Sick app,-0.743589743589744,Negativo
Zulq Alam,Hangs when setting up Google Assistant,0,Neutral
Jalapeño LJ,Subscription?? How does this application figure that it can be a subscription application? Ridiculous Update after developer response: This is not a subscription application. You are not Netflix or Adobe. This should be a standalone app quit trying to milk people's money. You can say anything you want. THIS WILL NEVER BE A SUBSCRIPTION APPLICATION. STOP BEING RIDICULOUS.,-1,Negativo
robert zyma,good,0.487179487179487,Positivo
John Oswald-Jacobs,"Hopeless customer service. I paid for the premium version, had a problem with its sharing function, emailed customer support for a solution, was told it would take 2 business days for a response (which was hopeless enough), now over 5 business days later I've not received a response.",-0.230769230769231,Negativo
Helen Pappa,Duplicates files attached and you have to constantly delete. FIX THE BUGS.,0,Neutral
Harish Thadani,Used to work so well earlier. Now it doesn't work at all!! Junk!!,0.282051282051282,Positivo
Jakub Jatkiewicz,Frustrating. Apparently its meant to sync grocery lists with Google home but doesn't. Absolutely no info on how to set it up,-0.794871794871795,Negativo
Irfan Raza,Too complicated to use,0,Neutral
Marionion Marinion,Forced sign in,-0.512820512820513,Negativo
Ishmael Quartey,Work on it,0,Neutral
Alex Alex,"I should have looked through ""most recent"" instead of ""most relevant"" reviews. It's far too limited for me in it's free state and I'm not interested in paying for a subscription just to unlock what should be basic functionality in a to do list app.",0.794871794871795,Positivo
Jincyber Jincyber,do not for showing or refund&refuse about my persional privacy.,-0.307692307692308,Negativo
Alessandro Frul,"It doesn't have sub lists, e.g. ""child/school"", ""child/health"" so you see too many lists or too many tasks at once (which is overwelming).",0,Neutral
ingiliz bebesi i,Not usefull and even they charge some money :),0,Neutral
Rashi Mittal,This app is absolutely useless. Because of this i missed an important event because the reminder alarm supposedly forgot to rang. Its pathetic and useless.,-2.07692307692308,Negativo
Jonathan Lee,Is the app or web platform down today? Can't seem to login either.,0,Neutral
Mr&Miss,Have to pay for daily reminders... My phone does that free,0.487179487179487,Positivo
Zac Nolan,The app is amazing - but the vibrations! So annoying!! Pls let me turn them off.,0.358974358974359,Positivo
Dipakkantiday Dipakkantiday,Dipak day Cox,0,Neutral
Vikash kumar Suman,Very bad,-0.641025641025641,Negativo
Ankit Mehta,Location reminders don't work in medium power saving mode.. And all I got in reply was a copy paste solution and a trouble shoot link.,-0.461538461538462,Negativo
Terry Harms,Fed up with interruption in each matter I note. Not worth the while HAVING there are far too many condescending workers out inte cyber world who refuse to take no for an answer.,-0.743589743589744,Negativo
Chris Sivorot,"Really dissappointed in this app. Was using it to schedule my customers appointments. As soon as the new version came out, I lost everything. Going back to paper as at least my paper won't delete everything. A terrible app for business owners and scheduling appointments. Absolutely horrible and I'm very angry.",-1.41025641025641,Negativo
Ryan Chachula,Thanks to your stupid update I lost ALL of my appointment dates... Terrible garbage.,-1,Negativo
John Rafael,"I miss Cal. The updates destroyed it, turned this into a cookie-cutter to-do app. It's a shame.",-1.25641025641026,Negativo
Ryan Gould,Was great but can't connect with other people since last update. Invite will go out and will even receive the invitation but doesn't link and have had no luck with customer support,1.58974358974359,Positivo
Mihai Bota,I WAS TRYING FOR DAYS TO UN SUBSCRIBE. BUT OF COURSE THAT I was charged. Absolutely no support. Horrible and disgusting tactics,-1.33333333333333,Negativo
Colleen Wallace,"Update ruined app Last update re-formatted the ""Plan My Day"" function so the ability to schedule tasks for that day or postpone into the future is unusable, so I have 50+ tasks and to way to arrange them into a comprehensive order. Contacted the developer who emailed me back after 4 days asking for a screenshot of the problem, so I sent it right back. 3 days later - no response from the developer, no fix, nothing. Update9/8: no fix, moved to aCalTasks +",-1.53846153846154,Negativo
Gianna Miranda,??,0,Neutral
Greg Hahn,"Does not do weekly reminders correctly. I opened a bug report, and was told that it was a known bug. A reminder app that gets reminders at the wrong time is a big 'no' from me.",-0.846153846153846,Negativo
Lee Sutton,"In app purchases significantly impact experience. £16 a year for features such as recurring tasks, you're having a laugh",0.666666666666667,Positivo
jan,You need an account because they want to track your cookies for ads,0.0769230769230769,Positivo
m0t1vz,Need to create an account to use it.,0.282051282051282,Positivo
sharon gilligan,"Is NOTHING free anymore??. It looks like a good app but as soon as you open it, it gives the subscription rates ????????. I uninstalled immediately. Don't bother. Believe it or not, some people don't enjoy being nickle and dimed!",1.66666666666667,Positivo
EMON BD,Very bad,-0.641025641025641,Negativo
Prateek Srivastav,Pratz,0,Neutral
Sean Weston,i sent an ivite to people and everyone got over 50 emails for the one invite. What a joke of a an app.,0.461538461538462,Positivo
Brian Marzella,I have to sync whatttt gtfohhhhhh,0,Neutral
Rizky Ramadhani,Bring back my money! Why your system stolen my money from pending subscribe? Without confirmation and notification!!!! Wheres my money???,-0.564102564102564,Negativo
Daniel Anderson,WHY IS THIS SO BUGGY NOW? WHY ARE YOU NO LONGER REALLY BEING ATTENTIVE TO QUALITY CONTROL? CANT DELETE TASK ON ONE TRY. CAN NO LONGER DELETE FINISHED TASKS WITHOUT SEVERAL ATTEMPTS. ALL COMMANDS ARE HESITANT. ALL COMMANDS REQUIRE MULTIPLE ATTEMPTS. I HAVE EMAILED YOU 3 TIMES WITH NO RESPONSE. PLEASE ADVISE.,-0.846153846153846,Negativo
S.S.P GAMER,Hum hai al Ghj,0,Neutral
Safique Alam,Shabab,0,Neutral
Perfect Irony,Makes simple things extremely complicated,0,Neutral
Randy Thedford,Even after your response it doesn't change the fact that you are required to have an account to proceed. The reasoning that others do it is negligible. Only way I would rate this app better is if you had an Anonymous auto log in that can be converted to a full account on sign up or log in.,0.487179487179487,Positivo
A Google user,The latest update now not working fine at all. It's worsening day by day. The developers now appears to have a different intention that premium paid version is purchased by the users.,-0.307692307692308,Negativo
Nunya Businezz,Just use your basic phone calendar,0,Neutral
Eid Ghanami,I want to cancel the subscription.,-0.17948717948718,Negativo
TheGoogle User,MoneyGrabber Wants you to pay premium to choose specific dates.,-0.102564102564103,Negativo
Caroline Dennis,Does not do much different than Google tasks (which is easier to use and is free). As a result I wanted a refund as I only realized this after my 7 day trial. Refunds are only given within 24 hours of their drawing their fee. Not sure that is legal for an automatic subscription after app trial.,1.51282051282051,Positivo
Mohan K Nair,"Bekaar... bagwas.. time waste... useless.. and asking for payment, before use anyway",-0.923076923076923,Negativo
Attyab Perfumes,Useless app... Set up 8 reminders during a course of 4 days and not once received any notification! Waste of money.,-0.923076923076923,Negativo
Naccasa Bobi,Subscription!!!,0,Neutral
Sarah Schlesinger,"This app met my needs until this latest update. Dislike the new format to such a degree that it's a dealbreaker. Now I have to start from scratch researching apps to find a replacement. I know, I used the free version so you don't care if I go but this is such a disappointment.",0.153846153846154,Positivo
Thomas Hija,It syncs EVERYTHING. terrible. you have to get the pro version in order to be able to do anything actually worth while!!!,-0.307692307692308,Negativo
Deepak Mahour,I don't found usefulness,0.307692307692308,Positivo
Veera R,"In the calendar of Any.do, 1st of August is marked as bakr-Id, but 22nd August is not marked as Ganesha chaturthi! Is there a specific reason? or was it conveniently forgotten? Developer, please do respond. Because it depends on your response whether to buy it or not?",0.102564102564103,Positivo
Salman Imon,Its a good app but the app keeps crashing when i allow this app to add to my calendar. After adding it to calendar then yhis app doesnt open. Keeps crashing,0.717948717948718,Positivo
K V,"Saying free and simple is not telling people it is a 7 day free trial especially at Google play store and people only know it's a 7 day free trial after they download it. So why won't Google do anything about this app developers not mention their apps have a trial period, which results in people downloading apps for nothing. PS 95% of the app is free, until the trial period finishes.",3.41025641025641,Positivo
Doppel,"Scam premium that bypasses GooglePlay, On the mobile app you can only buy 1 year of premium while on the website a monthly payment is possible. People buy the monthly more often and the developer listed it on its personal website only to bypass google fee, thus i need to link my card on their site too",-0.692307692307692,Negativo
Eric Cox,"This new layout is just awful. Just ridiculously awful. I cannot in any way fathom how this got a thumbs up from anybody. Bye bye Any.do, I'm off to download something that wasn't designed by a nine year old.",-1.38461538461538,Negativo
Gilly -,You have to open an account with them. I won't be going there. Would be nice to be given the choice.,1.15384615384615,Positivo
Sameer Kalia,"There is no option to delete the account. If i don't find this app useful, you guyz will keep my data? This is against the policies and norms",0.179487179487179,Positivo
Sonu Khan,Efvig,0,Neutral
Peter Dominey,Sorry way to complicated. And why would you think I want my information out on your servers? Wanted to create a weekday event spent more time trying to figure out how to do that than it took to write in a diary.,0.282051282051282,Positivo
Shekar H,Super,0.743589743589744,Positivo
Lindsay Peterson,Worked great for a few years and then the past couple of months it eats anything added to the list! I can sit and watch things drop off before my very eyes!,0.512820512820513,Positivo
M. G.,Way over priced for what it does. Not worth it!!,0.230769230769231,Positivo
Beena Joshi,Delete application,0,Neutral
Alex Borbely,Laggy responses to resolved items and errors in recurring reminders,-0.179487179487179,Negativo
Tejaswini Manikandan,Nice app,0.461538461538462,Positivo
moni moon,No new it's repeated app,-0.307692307692308,Negativo
Ziya Shaikh,It stop working and I try to reinstall it but same problem,-0.743589743589744,Negativo
Jan,"Automatically shows the reminder Snackbar when I open other apps without me setting it up, what kind of violation is this??? Stop bugging your users unsolicitedly. Uninstalled",-0.256410256410256,Negativo
Lex S,"I love this app, but I do have one major gripe - I want an option to buy premium once (even at a higher price) and not as a monthly or yearly subscription. Edit - very unhappy with developer response to pricing. I want to buy premium for this great product they made, but it's NOT a service. This isn't Netflix. You're going to turn potential buyers away with this pricing model",1.30769230769231,Positivo
DHIREN BHANDARE,Atleast make a few features available .. if the customer donot like the app at initial stage than how would he/she ever think about going premium,0.384615384615385,Positivo
Randy Blair,"Requires a sign up for features I have no interest in using, but can't opt out of.",0.205128205128205,Positivo
Ianthe Roughan,Did not sign up. App not even on my phone. This payment deduction will be reported and I request you refund my money immediately.,0,Neutral
A Google user,Autofill on Android 10 does not work,0,Neutral
Kashyap Naik.,"Had charged twice but still not getting premium version access,",-0.205128205128205,Negativo
Kevin Higgins,Have have to make an account in order to use this app. There is no way around it.,-0.307692307692308,Negativo
Foto Solis,"Creating an account is supposed to ALLOW you, not FORCE you. Uninstalled without trying it",0.538461538461539,Positivo
Anthony Tartaglia,Stop Adding Groceries Items Like an Ad,0.0769230769230769,Positivo
Qalab Qalab Abbas,Bakwas app,0,Neutral
Captain Captain,"I don't get task notifications anymore!!! This app has become useless. I have uninstalled and reinstalled, turned on / allowed notifications in the settings yet nothing.",-0.461538461538462,Negativo
Erez Dasa,Good improvements but still don't have nag or presisitent reminders. I missing a lot reminders accidentally,-0.230769230769231,Negativo
evren cetin,"Useless, ring bells only one time, and not a good reminder",0.0256410256410256,Positivo
Joel Haynes,Having to pay to set a recurring task is ridiculous and essentially makes the app useless to anyone who doesn't want to pay so this essentially is not a free app.,-0.384615384615385,Negativo
Rahul G,There is some issue in payment.,0,Neutral
Karan Bhange,Too complicated. I need a plan to plan tasks.,0,Neutral
Bharath Deva,Everything it expects you to pay,-0.102564102564103,Negativo
Santiago Fracica,"This app is useless unless you make the monthly payment, in that case does exist other app free and only with the essential",0.128205128205128,Positivo
— A.,Too many features locked behind premium.,0,Neutral
Ayush Shah,Worst app,-0.794871794871795,Negativo
Mar Zur,"I have the same recurring tasks to do every day. I need a to-do-list reminder to buzz me when it's time. The problem with this app, is that those reminder times somehow start drifting every day, giving me different times the next day! That is an annoying fail! Screw it, I'm going elsewhere. if I find a better app, I'll let you guys know. UPDATE : Suggestion did not work, and I found an app, that does not drift. I have moved on.",-0.769230769230769,Negativo
Hugo Bounoua,"OMG the UI is awful, seriously you have popup for premium every 2 seconds, there's no intuitive way see a normal calendar, you have to create an account even if you don't want to, the app is beautiful but show screen where it's impossible to understand what you have to do. It's a calendar, show a f... calendar.",0.102564102564103,Positivo
Md Matiur Rahman Roton,Not good,0.487179487179487,Positivo
Sam van Dijk,"Trash. Yes, it has some nice nifty features but it lacks in complete necessities to actually plan your day. You can make a task, perfectly include subtasks and then add a nice color to the task. But no yellow, because that's already the fixed color of the 'priority label'. Reminders are great, except you can only have one. If I want to have a reminder on Wednesday 10AM and a reminder on Friday 6PM, I'd need a different app. Because this app only allows you to set 1 reminder. Frustrating. 0/10",2.69230769230769,Positivo
Nishank Soni,"Is it necessary to sign up account? While making a new account it's shows error ""oops try again later""",-0.435897435897436,Negativo
Aishwarya Mishra,I've been using the app for a while and since last week it has been acting weird. I don't receive reminders anymore and it's completely a waste of time to set reminders! Not very reliable right now,-0.641025641025641,Negativo
Leslie Howard,"While it's nice program, I can justify paying for it in perpetuity. That's just insane.",0.0256410256410257,Positivo
Thomas Legrand,Have to pay for recurrent daily task.. which is the main purpose of that app.,-0.102564102564103,Negativo
Eduard Knyshov,"List sharing sharing is not working. UX is straight from iOS app, terrible",0.615384615384615,Positivo
Andrej Zirdum,"Worst app I have ever used, it doesn't do anything.",-0.794871794871795,Negativo
Jihat akion,Raben nat s7,0,Neutral
Marc Santos,First thing that happened upon opening is asking for payment. Good job.,0.487179487179487,Positivo
Arthur Nystrom,"I do not have much to say in regards to the app itself. It seems to function fine, but it was not the calendar app that I needed. The reason I am giving it 1 star is because I canceled my subscription and account within the seven day free trial and still got charged the yearly rate. The problem has been reported to the company. I will keep this review updated with any action from Any.Do. UPDATE: The gist of the problem is this. Any.do makes it very difficult to find out how to cancel the sub.",-0.564102564102564,Negativo
Mad Scientist,"Unable to register with an email. Clicking""continue with email"" will just take you to a login page. Complete waste of time. I searched them first three pages of Google for a solution and found nothing. Found no solution on their help section. I don't want to register with Facebook or Google. If you include a feature, make sure it actually works.",0.743589743589744,Positivo
Mohamed Mousa Hassan,"My backup is gone, very important data deleted",0.205128205128205,Positivo
Sergey P,"Any.Forget... Had an instance of daily repeating event, that I have marked as complete today and somehow it did skip the next day and only proceeded to the day after. Kind of ""daily event with some days skipped"". So useless to me as can't be trusted for notifying about daily routine tasks. P.S. don't tell me I don't know how to setup a recurring event!!",0.461538461538462,Positivo
Jay Nishimura,"It works okay, But I did not consent to subscribing at $28/year subscription. I thought I purchased it until I saw that it was renewed for an additional $28. It's definitely not worth that price. Very angry and ripped off. I got charged twice for something that I thought I bought outright. I will never buy anything from them. Ever",0.333333333333333,Positivo
Rupali Mahato,Very slow app it took me 10 min just to start the app....,0,Neutral
M Khan,"Updates made that are not fully tested. They need to add option to revert back to the olddd verison. that was simple to use, but most importantly it worked.",0.333333333333333,Positivo
Marcelo Sison,Anydo,0,Neutral
Virtual Bowler,"App loding ke baad peese maang raha hai, pahle bataaye , data kyo kharaab karwaya",0,Neutral
Tom Larkin,"Ruined the app by trying to get too fancy. My wife has also become frustrated with it. She has had it since it started and now struggles with it. You should be able to add a task then go straight to set time/day. But instead, you have all the other short cuts there that really aren't.",-1.61538461538462,Negativo
ziajutt sports,I could not have any expirions about this app,0,Neutral
Jessica Harris,Terrible App. Don't waste your money.,-1,Negativo
fatma ?ahin,I couldn't use it,0,Neutral
Stuart Beaty,Looks like a pretty good app but it doesn't sync with Alexa. Which is the main reason I installed it. Shouldn't be this difficult.,1.05128205128205,Positivo
Gints Gabalins,"Forces you to sign up and use credentials, uninstalled.",0,Neutral
Fardin Nazari,Hf,0,Neutral
Danuta Meissner,Most useless app ever used! Very difficult to save anything or find anything! Put some tasks didn't get any reminders so didn't do it! Erasing this nonsense Can't even save this review,-0.153846153846154,Negativo
Tristan Williams,Its a great app but I dont receive any events notification although I have allowed the notification to come through from this app. I really don't understand why because I have set everything correctly.,0.794871794871795,Positivo
biru Kumar,Virender.kumar,0,Neutral
N Ifrah,Useless,-0.461538461538462,Negativo
kapil kalal,Price is high,0,Neutral
thakur swaroop singh,"Under subtitle *security* ""However, please note that we cannot guarantee that the information will not be exposed as a result of unauthorized penetration to our servers"" Sorry no thanks.i just downloaded but after reading privacy policy i prefer going thru •Google official •one & app like calendar required lot of access ,&i personally don't wanna bleach my data like this..btw the tq for placing the info it to let us know :)",1.74358974358974,Positivo
MARK SAPINORO,Bad app,-0.641025641025641,Negativo
Dharmesh Timbadia,Tried doing all the settings as per ur guidence.. but app is not supporting popups in lock screen.. everytime I have to unlock my screen to check the event..,0.487179487179487,Positivo
William Cerbone,"This is an overengineered list keeping app that I hate. I kept it for years in spite of that because I was in the ecosystem, but today it locked me out of my grocery list so good riddance. No i don't need it to take thirty seconds to boot up my grocery list so that your algorithm can tell me how to most productively plan my day by sorting my grocery list in order of the order I entered each item. I do not need an any.do minute.",-1.12820512820513,Negativo
Pozz Kem,KimHong,0,Neutral
mass sams,I hate this app ?????? as soon as I downloaded it my phone was hanging ???????????? ??,-0.692307692307692,Negativo
Anders Majlof,"Monthly fee for Dark mode, really? I could accept a one time payment for such a feature but not monthly.",0.41025641025641,Positivo
John Zachar,"No Grocery widget, Ridiculous... The task widget is confusing, I just want to be able to add stuff simply on the fly.",-0.846153846153846,Negativo
aditya mehta,This app has Malware.,0,Neutral
Caitlin Nankervis,"Not happy, app just asked me to 'sign in' and now has deleted all my previous reminders. I had reminders set up for throughout the rest of this year and now I don't know what they were. You've put me off using your app now, what's the point if it's not reliable!!!",0.692307692307692,Positivo
Damien King-Acevedo,Not Making an Account!,0,Neutral
Amir Ben Aroia,"I was a customer of Any.Do for a while and on March 2020 i clearly asked them NOT to renew my subscription as i found a different company to provide me task manger services - Todoist. More than that - i even consult with Any.Do technical support team how to transfer my database to Todoist and over the phone, i ALSO remind them to cancel it. I received the cancellation notice and I DID NOT ask them to renew/continue any of Any.Do services. More than that - i also have the Invoice from the company i moved my services, Todoist, for the same period of time that Any.Do charged me for. After i tried to contact Any.Do they refused to refund me. Therefore, i let you and everybody to know that I WILL NOT USE ANY OF ANY.DO services anymore and recommend everyone that read this post DO NOT USE ANY.DO SERVICES or you taking a big risk that something like that will happen to you as well.",0.871794871794872,Positivo
Skip Bieber,"EVERY service I attempted to connect (Gmail, Gtasks, google calendar,) timed out during setup (oops error). Been 2 days and still no reply from support. Device is Samsung S9 with Android 10.",-0.307692307692308,Negativo
Hyco Syco,"This app used to be great when paired with Alexa. Every once in awhile the sync would break but disabling the app and relinking the account would fix the issue. This has not been the case for the past several months. Any.do it is no longer syncing with Alexa and based on the reviews of the Alexa app it is affecting a lot of people, has been ongoing for weeks, and there doesn't appear to be a fix coming. Going to give anylist a try to see if it works with Alexa.",-0.0512820512820513,Negativo
Sujit Daware Patil,I dont know..why people appreciate this app..not user friendly...,1,Positivo
Kevin Tomines,Time setting is so dumb. Fix it,-0.58974358974359,Negativo
Sweety Kumari,SWEETY SWEETY Kumari,0,Neutral
goutham sankya,Not working,0,Neutral
Philip Martin,No integration with created Alexa Lists.,-0.0512820512820513,Negativo
BAKARE PAUL,You have to pay for all the decent features... There's nothing you want to do that your alarm doesn't already do,-0.384615384615385,Negativo
sara sofea,can't open,0,Neutral
Bruce Fowler,Hopeless,-0.512820512820513,Negativo
Rissa Maria,I dont understand how it works. Not very clear on how to use it. And it comstantly showed notifications for anything i made a note of,0.41025641025641,Positivo
Gary Khor,Do not have option to not connect to fb google or email,0,Neutral
Miss. Phoenix,"It's testing the edge of my patience. Even though I have better internet connection it keeps saying ""couldn't find the Internet connection. Try again later"". It's my first time. I can't sign in so I can't go in to the app and plan anything. Already I tried reinstall twice.",0.487179487179487,Positivo
Shainky Pathak,Please Add UPI feature because I tried many debit cards to get the Premium Versionof this app but any of them was accepted.,0.615384615384615,Positivo
Pheobe Askie,Lost all my lists when I was forced to give email address. Was good prior to having to start all over.,-0.358974358974359,Negativo
David Logacho,"Many errors, the app is good but sometimes with the recurrent task do not work when I use desktop app it do not sync well and I lose many task and this is unpleasant. Pay for this app with this errors is a bad idea. I do no feel secure with app I lose taks and time. I hope the app get better. And the plan my day would be good if add the tasks in someday",-0.58974358974359,Negativo
Ankit Uday Basrur,"Since last 2 updates I am facing this problem that when I open the app, one or two tasks get shuffled to the top. Then I have to put it again in the planned sequence. This happens almost everytime I open the app.",-0.230769230769231,Negativo
Kasra Hassani,"Updates made it worse. Was using it all the time, and the recent updates made it all confusing and unnecessarily graphically complex. Sorry had to uninstall.",-0.846153846153846,Negativo
Swapan Das,Rare,0,Neutral
Anand Balgobin,Good app but I wish there was a monthly payment option for premium instead of annual.,0.923076923076923,Positivo
Rawan at,Pushing to hard for premium upgrade. Not interested anymore,0.333333333333333,Positivo
???? ????,"Ill join with my fellow reviewers and say that i was very satisfied with the app when i started using it about two years ago, but since then i feel that its functionality and simplicity have been compromised, especially with the newest update that just made the app's interface (via smartphone) completely uncomfortable because i can't see my tasks laid out chronologically in an organized and pleasing way anymore.",0.512820512820513,Positivo
Elektroinstal Servisni Centar,Whapp integration is bad. Barely anything works. Focus to whapp integration and seeya again,-0.641025641025641,Negativo
Ilian Varela,"It was good until they updated it and took out the today, someday, upcoming categories out, which is how I organized everything",0.487179487179487,Positivo
Laura Halcyon,"I found this app difficult to organize in a way that was useful for me. I couldn't separate which items showed up on my phone widget by topic, so it showed all of them which was unnecessary. I also found the reminders to plan my day annoying. It would be better with an improved calendar and prioritizing options. Last, it is extremely frustrating to try and unsubscribe from yearly renewal. It is buried deep in the info and the actual faq for this has a broken link. Super sketchy and rude.",-0.102564102564103,Negativo
Nadia Aprilia,"Widget not working. Everytime i checked the next or previous month it'd be lagging and later it was just blank. Love the app but i really need the widget, sorry.",0.461538461538462,Positivo
Nurhadi Browne,no repeat alarm,-0.666666666666667,Negativo
Jacob Oswalt,"Why are random items popping up on our Grocery List? Is this your way of advertising? We have purchased unnecessary items that I had never even heard of. Sun Maid Smore Bites? Nope, no one added them on. I love using the app, but this is very deceptive manipulating the grocery lists.",0.128205128205128,Positivo
